Company Name,Website,Address,Phone,Estimated Revenue,Revenue Basis,Description,Freight Reason,Decision-Maker Name,Decision-Maker Title,Decision-Maker Email,Decision-Maker Phone,Pitch,Flags
Swain plumbing llc,http://swainplumbingllc.com,"1964 Palace Dr, New Braunfels, TX 78130",(830) 708-7841,"$4,400,000",Plumbing Supply category baseline (no headcount found),We are fully Licensed and insured with a responsible master plumber.,Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Swain plumbing llc, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Xpb Lockers and Supply,http://xpblocker.com,"255 Bluebonnet Ave, New Braunfels, TX 78130",(830) 643-0007,"$4,400,000",Plumbing Supply category baseline (no headcount found),And sutralepive news of course.,Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Xpb Lockers and Supply, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Morrison Supply Co,http://www.morsco.com,"1941 N Interstate 35, New Braunfels, TX 78130",(830) 620-0771,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in New Braunfels, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Morrison Supply Co, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
John Moore Services,http://johnmooreservices513020729.localsearch.com,"10101 Fm 1102, New Braunfels, TX 78130",(713) 597-6744,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in New Braunfels, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — John Moore Services, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Plumbing Matters LLC,,"New Braunfels, TX 78130",(830) 708-0541,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in New Braunfels, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Plumbing Matters LLC, You're a plumbing supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Helping Hand Hardware,http://www.helpinghand.doitbest.com,"106 W San Antonio St, Marion, TX 78124",(830) 914-2141,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in Marion, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Helping Hand Hardware, You're a plumbing supply in Marion moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Reece Plumbing,https://www.reece.com/plumbing,"1435 W Court St, Seguin, TX 78155",(830) 386-0626,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in Seguin, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Reece Plumbing, You're a plumbing supply in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Flood Stoppers Of Austin,,"8201 Roughrider Dr, Windcrest, TX 78239",(210) 655-5325,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in Windcrest, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Flood Stoppers Of Austin, You're a plumbing supply in Windcrest moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Ferguson Fire & Fabrication,https://www.ferguson.com/store/tx/san+antonio/firefabrication-1773,"10534 N Interstate 35, San Antonio, TX 78233",(210) 536-0890,"$4,400,000",Plumbing Supply category baseline (no headcount found),"San Antonio, TX 78233-6624 | Ferguson Fire & Fabrication Store Ferguson.com no longer supports Internet Explorer.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,customer.support@ferguson.com,,"I'll talk fast — one freight question — Ferguson Fire & Fabrication, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
TFV USA Operations,,"5668 Randolph Blvd, San Antonio, TX 78233",(210) 599-9225,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — TFV USA Operations, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Basin Plumbing,http://www.basinplumbingsa.com,"4019 Stahl Rd Ste 109, San Antonio, TX 78217",(210) 757-3008,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Residential Installation & Repairs Drain cleaning & jetting, camera inspection, outside yard leaks, sewer line repairs, water line replacement, and gas piping.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Basin Plumbing, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
All Tex Pipe and Supply,http://alltexpipeandsupply.localsearch.com,"4403 Factory Hill St, San Antonio, TX 78219",(210) 757-0530,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — All Tex Pipe and Supply, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Sankey Equipment Company inc,http://sankeyequipmentcompanyinc.localsearch.com,"4331 Milling Rd, San Antonio, TX 78219",(210) 227-4178,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Sankey Equipment Company inc, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Denny Plumbing,http://dennyplumbing567132493.localsearch.com,"110 E Blanco Rd, Boerne, TX 78006",(830) 816-8100,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in Boerne, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Denny Plumbing, You're a plumbing supply in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Denny Plumbing,https://www.mrplumbersa.com/plumbing-services/sewer-line-inspection,"33875 Interstate 10 W, Boerne, TX 78006",(210) 745-2288,"$4,400,000",Plumbing Supply category baseline (no headcount found),San Antonio Sewer Line Inspection & Repair | Mr.,Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Denny Plumbing, You're a plumbing supply in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
All County Plumbing,http://allcountyplumbing4082045.localsearch.com,"141 Industrial Dr Ste 200, Boerne, TX 78006",(830) 460-4890,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in Boerne, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — All County Plumbing, You're a plumbing supply in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Quick Leak Repair Plumbing Boerne,http://anydaylocalplumbingexperts.com,"32127 Interstate 10 W, Boerne, TX 78006",(888) 298-4176,"$4,400,000",Plumbing Supply category baseline (no headcount found),"From repairs to installations, our team ensures your plumbing systems work efficiently and flawlessly.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,info@anydayplumbing.com,,"I'll talk fast — one freight question — Quick Leak Repair Plumbing Boerne, You're a plumbing supply in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Hott Shott Plumbing Service,http://hottshottplumbingservice.localsearch.com,"Helotes, TX 78023",(254) 214-0166,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in Helotes, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Hott Shott Plumbing Service, You're a plumbing supply in Helotes moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Reeh Plumbing,https://www.reehplumbing.com/contact,"San Antonio, TX",(830) 868-7711,"$4,400,000",Plumbing Supply category baseline (no headcount found),"We're the best plumbers in Fredricksburg, TX – efficient, affordable, professional, and friendly.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,service@reehplumbing.com,,"I'll talk fast — one freight question — Reeh Plumbing, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Nice Guy Porta Potty Rentals,http://niceguyportapottyrentals.localsearch.com,"San Antonio, TX",(210) 701-2294,"$4,400,000",Plumbing Supply category baseline (no headcount found),"Plumbing Supply based in San Antonio, TX.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Nice Guy Porta Potty Rentals, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
